startup_name,date,sector,sub_sector,city,investors,round_type,amount_usd,year,month
Biryani By Kilo,2018-07-02,Consumer Internet,Online Food Delivery,Gurgaon,Ajay Relan and Vinay Mittal,Other,1000000.0,2018.0,7.0
Anchanto,2018-07-04,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,4000000.0,2018.0,7.0
Loan Tap,,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,6250000.0,,
Policybazaar,2018-07-06,Consumer Internet,Online Insurance Selling Platform,Gurgaon,Info Edge (India) Ltd and Temasek,Private Equity,27700000.0,2018.0,7.0
Zippserv,2018-07-09,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge (India) Ltd,Other,440000.0,2018.0,7.0
Groww,2018-07-09,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Other,1100000.0,2018.0,7.0
Avenue Growth,2018-07-10,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurgaon,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Other,437000.0,2018.0,7.0
Inicu,2018-07-10,Healthcare,Med-tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Other,0.0,2018.0,7.0
Kinara Capital,2018-07-10,Finance,Lending Platform For Micro and Small Enterprises,Bengaluru,ResponsAbility,Private Equity,5000000.0,2018.0,7.0
Shop 101,2018-07-10,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,5000000.0,2018.0,7.0
Sambandh,2018-07-11,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,2500000.0,2018.0,7.0
19Th Mile,2018-07-12,IT,Artificial intelligence-based sales acceleration software platform,Gurgaon,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Other,180000.0,2018.0,7.0
5Th Vital,2018-07-12,Healthcare,Home diagnostics services provider,Bengaluru,Brand Capital and Others,Other,500000.0,2018.0,7.0
Mengage,2018-07-13,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Other,175000.0,2018.0,7.0
Ofbusiness,2018-07-17,Finance,Online Lending Platform For SME,Gurgaon,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,29000000.0,2018.0,7.0
Cars24,2018-07-17,Consumer Internet,Online Used Car Marketplace,Gurgaon,"Kingsway FCI Fund, KCK Global & Others",Private Equity,49700000.0,2018.0,7.0
The Ken,2018-07-18,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Other,1500000.0,2018.0,7.0
Book My Show,2018-07-19,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,100000000.0,2018.0,7.0
Housingman,2018-07-20,Consumer Internet,Property Discovery Platform,Bengaluru,,Other,1500000.0,2018.0,7.0
Paysense,2018-07-21,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,18000000.0,2018.0,7.0
Yulu Bikes,2018-07-23,Technology,Bicycle-Sharing Platform,Bengaluru,,Other,0.0,2018.0,7.0
Vtion,2018-07-23,Technology,Media Analytics,Gurgaon,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Other,280000.0,2018.0,7.0
Log9 Materials,2018-07-23,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Other,436000.0,2018.0,7.0
Kidovators,2018-07-24,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Other,180000.0,2018.0,7.0
Digit,2018-07-24,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45000000.0,2018.0,7.0
Black Soil,2018-07-25,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,17000000.0,2018.0,7.0
Trell,2018-07-25,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Other,1250000.0,2018.0,7.0
Iqlect,2018-07-25,Technology,Data Analytics Firm,Bengaluru,Ventureast and Exfinity,Other,2500000.0,2018.0,7.0
Entropik,2018-07-26,IT,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Other,1100000.0,2018.0,7.0
Bitla Software,2018-07-26,Technology,Travel-Focused Tech Startup,Bengaluru,MakeMyTrip,Private Equity,0.0,2018.0,7.0
Thecapitalnet,2018-07-26,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,500000.0,2018.0,7.0
Shuttl,2018-07-30,Consumer Internet,Bus Aggregation Platform,Gurgaon,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000.0,2018.0,7.0
Cure Fit,2018-07-30,Consumer Internet,Health and fitness Platform,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,120000000.0,2018.0,7.0
Five Star Group,2018-07-31,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100000000.0,2018.0,7.0
Healthsignz,2018-07-31,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Other,5000000.0,2018.0,7.0
Cointribe,2018-06-01,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurgaon,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000.0,2018.0,6.0
Digiconectt,2018-06-04,Technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Other,125000.0,2018.0,6.0
Kashmir Box,2018-06-04,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Other,0.0,2018.0,6.0
Crowdera,2018-06-05,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Other,0.0,2018.0,6.0
Zoctr,2018-06-05,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Other,0.0,2018.0,6.0
Annapurna Finance,2018-06-07,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,23000000.0,2018.0,6.0
Meesho,2018-06-07,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,11500000.0,2018.0,6.0
Ayefinance,2018-06-10,Finance,Online Lending Platform,Gurgaon,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,21500000.0,2018.0,6.0
Theranosis,2018-06-11,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Other,0.0,2018.0,6.0
Alpha Capital,2018-06-12,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800000.0,2018.0,6.0
Eshakti,2018-06-12,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,10100000.0,2018.0,6.0
Daily Ninja,2018-06-12,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital and Sequoia Capital,Other,3000000.0,2018.0,6.0
Nirogstreet,2018-06-13,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurgaon,"Spiral Ventures, Subho Ray and Samir Kumar",Other,300000.0,2018.0,6.0
Nivesh,2018-06-13,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Other,450000.0,2018.0,6.0
What\\Xe2\\X80\\X99S Up Life,2018-06-13,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurgaon,Rannvijay Singha,Other,0.0,2018.0,6.0
Homelane,2018-06-14,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Other,3450000.0,2018.0,6.0
Network Intelligence,2018-06-14,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4800000.0,2018.0,6.0
Tynor Othontics,2018-06-18,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000.0,2018.0,6.0
Elucidata,2018-06-18,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Other,1700000.0,2018.0,6.0
Chrysalis,2018-06-19,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Other,0.0,2018.0,6.0
Rentsher,2018-06-19,Consumer Internet,Online Rental Marketplace,Bengaluru,"Shorooq Investments, LetsVenture & Others",Other,1100000.0,2018.0,6.0
Drip Capital,2018-06-20,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,15000000.0,2018.0,6.0
Wickedride,2018-06-22,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000.0,2018.0,6.0
Policybazaar,2018-06-25,Consumer Internet,Online Insurance Selling Platform,Gurgaon,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,200000000.0,2018.0,6.0
Hipbar,2018-06-25,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,4000000.0,2018.0,6.0
Sqqrl,2018-06-25,Finance,App-based investment platform,Gurgaon,Equanimity Venture Fund,Other,1000000.0,2018.0,6.0
Paytm,2018-06-26,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,8950000.0,2018.0,6.0
Sigtuple,2018-06-26,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,19000000.0,2018.0,6.0
Wow Express,2018-06-27,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000.0,2018.0,6.0
Front Desk Ai,2018-06-28,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Other,1100000.0,2018.0,6.0
Edureka,2018-06-28,Ed-Tech,Online Education Platform,Bengaluru,Leo Capital,Other,2000000.0,2018.0,6.0
Numeroseven,2018-06-29,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Other,0.0,2018.0,6.0
Opentap,2018-05-02,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Other,450000.0,2018.0,5.0
Bizongo,2018-05-02,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,22000000.0,2018.0,5.0
Disprz,2018-05-03,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Other,2500000.0,2018.0,5.0
Paisadukan,2018-05-07,Consumer Internet,P2P Lending Platform,Mumbai,,Other,225000.0,2018.0,5.0
I3Sysytems,2018-05-09,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Other,1000000.0,2018.0,5.0
Earth Food,2018-05-11,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Other,949000.0,2018.0,5.0
Nykaa,2018-05-14,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,24000000.0,2018.0,5.0
Mfine,2018-05-16,Healthcare,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4200000.0,2018.0,5.0
Rocketium,2018-05-21,Technology,Online Video Creation Platform,Bengaluru,Blume ventures,Other,300000.0,2018.0,5.0
Milkbasket,2018-05-21,Technology,Micro-Delivery Grocery Startup,Gurgaon,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,7000000.0,2018.0,5.0
Vola,2018-05-22,Finance,Micro Lending Platform,Bengaluru,Credika and unnamed angel investors,Other,500000.0,2018.0,5.0
Cashkumar,2018-05-22,Consumer Internet,P2P Lending Platform,Bengaluru,LetsVenture,Other,735000.0,2018.0,5.0
Edyoo,2018-05-23,E-Commerce,Products For Shoolgoing Children,Bengaluru,RS Shanbag,Other,735000.0,2018.0,5.0
Aashiyaan,2018-05-23,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Other,2000000.0,2018.0,5.0
Smartivity,2018-05-24,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Other,2000000.0,2018.0,5.0
Bonphulapl,2018-05-24,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Other,293000.0,2018.0,5.0
Acko,2018-05-27,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Other,12000000.0,2018.0,5.0
Hwell24,2018-05-28,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Other,200000.0,2018.0,5.0
Toffee,2018-05-29,Consumer Internet,Online Insurance Platform,Gurgaon,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Other,1500000.0,2018.0,5.0
Tonetag,2018-05-29,Technology,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. and Mastercard,Private Equity,8000000.0,2018.0,5.0
Events High,2018-05-30,Consumer Internet,Events and Activities Discovery Platform,Bengaluru,Treebo,Private Equity,0.0,2018.0,5.0
Stellaps,2018-05-30,Technology,Iot Application Platform In Agriculture,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,14000000.0,2018.0,5.0
Credright,2018-05-31,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Other,1300000.0,2018.0,5.0
Fitternity,2018-04-02,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,2000000.0,2018.0,4.0
Synctag,2018-04-02,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Other,307600.0,2018.0,4.0
Benepik,2018-04-02,Technology,Enhanced Employee Engagement Platform,Gurgaon,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Other,0.0,2018.0,4.0
Finzy,2018-04-02,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,,Other,1300000.0,2018.0,4.0
Varthana,2018-04-04,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,55000000.0,2018.0,4.0
Indigolearn,2018-04-05,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Other,150000.0,2018.0,4.0
Vedantu,2018-04-05,Ed-Tech,Interactive Online Tutoring Platform,Bengaluru,"Accel Partners, Tiger Global And Others",Private Equity,10000000.0,2018.0,4.0
Kaleidofin,2018-04-09,Fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Other,2800000.0,2018.0,4.0
Pipabella,2018-04-09,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Other,1000000.0,2018.0,4.0
Elemential,2018-04-09,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Other,0.0,2018.0,4.0
Kriger Campus,2018-04-09,Ed-Tech,Mobile-Based Education Network,Delhi,,Other,46140.0,2018.0,4.0
Loanzen,2018-04-10,Finance,Digital Lending Platform In Logistics,Bengaluru,Kae Capital Management,Other,0.0,2018.0,4.0
Traveltriangle,2018-04-10,Consumer Internet,Online Travel Marketplace,Gurgaon,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,12000000.0,2018.0,4.0
Letsmd,2018-04-12,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Other,1000000.0,2018.0,4.0
Ayefinance,2018-04-12,Finance,Online Lending Platform,Gurgaon,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Other,4600000.0,2018.0,4.0
Mintifi,2018-04-13,Finance,Online Lending Platform,Mumbai,Lok Capital,Other,2000000.0,2018.0,4.0
Icanstay,2018-04-16,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Other,500000.0,2018.0,4.0
Pregbuddy,2018-04-16,Healthcare,Connected Care App For Pregnant Women,Bengaluru,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Other,0.0,2018.0,4.0
Coverfox,2018-04-18,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,22000000.0,2018.0,4.0
Lenskart,2018-04-19,Consumer Internet,Online Eyewear Retailer,Faridabad,TR Capital,Private Equity,0.0,2018.0,4.0
Mamaearth,2018-04-19,Healthcare,Online Baby care Products,Gurgaon,Shilpa Shetty Kundra,Private Equity,0.0,2018.0,4.0
Fyle Technologies,2018-04-19,Technology,AI Based Expense Management Platform,Bengaluru,Pravega Ventures and Beenext,Other,1100000.0,2018.0,4.0
True Balance,2018-04-19,Technology,Mobile Balance Checking App,Gurgaon,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,23000000.0,2018.0,4.0
Visit,2018-04-22,Healthcare,AI Driven Health tech Platform,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private Equity,0.0,2018.0,4.0
Doxper,2018-04-22,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Other,1900000.0,2018.0,4.0
Nykaa,2018-04-22,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,11000000.0,2018.0,4.0
Mihuru,2018-04-23,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,,Other,150000.0,2018.0,4.0
Capital Float,2018-04-23,Finance,Online Lending Platform,Bengaluru,Amazon,Private Equity,22000000.0,2018.0,4.0
Trip Shelf,2018-04-25,Consumer Internet,Online Travel Marketplace,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Other,246000.0,2018.0,4.0
Popxo,2018-04-26,Technology,Women Focussed Digital Media Platform,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,5500000.0,2018.0,4.0
Railyatri,2018-04-26,Consumer Internet,Online Travel Ticketing Platform,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity,0.0,2018.0,4.0
1Mg,2018-04-27,Consumer Internet,Online Pharmacy Store,Gurgaon,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,10000000.0,2018.0,4.0
Rubique,2018-04-29,Consumer Internet,Online Lending MarketPlace,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Private Equity,0.0,2018.0,4.0
Samco,2018-04-30,Consumer Internet,Online Stock Broker,Mumbai,Bay Capital Investments and Others,Private Equity,7500000.0,2018.0,4.0
Myloancare,2018-04-30,Finance,B2C Online Loans Marketplace,Gurgaon,SAR Group,Other,978000.0,2018.0,4.0
Pharmeasy,2018-03-01,Consumer Internet,Online Pharmacy Store,Mumbai,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",Private Equity,0.0,2018.0,3.0
Buddy4Studdy,2018-03-01,Consumer Internet,Online Scholarship Portal,Noida,CBA Capital and others,Private Equity,3000000.0,2018.0,3.0
Urban Ladder,2018-03-01,E-Commerce,Online Furniture Store,Bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,12000000.0,2018.0,3.0
Kuvera,2018-03-03,Consumer Internet,Online Financial Planning,Bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Other,250000.0,2018.0,3.0
Gramophone,2018-03-04,Technology,Agri-tech,Indore,InfoEdge,Other,1000000.0,2018.0,3.0
